country,life_expectancy_at_birth_2023,population_2023_thousands_under18,among5_14_mortality_rate_2022,completion_rate_2000_2023_primary,basic_sanitation_household_perc_2022,stunted_perc_2022,pm25_latest,internet_latest,gdp_latest,happiness_rank,life_expectancy_at_birth_2023_raw,among5_14_mortality_rate_2022_raw,completion_rate_2000_2023_primary_raw,basic_sanitation_household_perc_2022_raw,stunted_perc_2022_raw,pm25_latest_raw,internet_latest_raw,gdp_latest_raw,happiness_rank_raw,child_wellbeing_index,iso3,pop_millions
Eritrea,-0.6489660543983883,1599.094,-0.30081800395265496,NA,NA,-2.6380011269139603,-0.5465727118899167,-1.8406353391317432,-0.6016229771553495,NA,68.6239,6.93694368034539,NA,NA,50.2,32.3515206386852,20.0104,688.68165957684,NA,-1.0961027022403356,ERI,1.599094
Estonia,0.8410415466718087,264.402,0.7292864118304554,0.746379283287408,0.7656307470162809,1.2426582142908948,1.163362561178709,0.8360585270539036,0.30788461788221116,0.9132623835853139,79.1535,0.962605251138896,99.745,99.06022055229147,1.2,6.14573290973003,92.238,31170.0915091887,31,0.8383960325329984,EST,0.26440199999999997
Eswatini,-1.2859154365152015,492.956,-0.949832912797801,-0.2668596149902938,-0.5329890723792949,-0.34128437395598465,0.3387693025516051,-0.4468553211096064,-0.5047258692202412,NA,64.1227,10.7010618140336,79.6902008056641,64.42023385065032,21.2,18.7831211422857,57.62,3936.10969242371,NA,-0.4987116623021023,SWZ,0.492956
Ethiopia,-0.8341840065561906,59470.308,-0.2578110411777717,-1.48152874072124,-2.598035973252995,-1.386686482198925,-0.2173071511535812,-1.9633863801876101,-0.5920034198927829,-1.384304839320931,67.315,6.6875144511404,55.6485404968262,9.336216098769436,34.4,27.3053276470482,16.6981,1011.07332413462,124,-1.1905831149402253,ETH,59.470307999999996
Fiji,-0.8340849519557535,302.606,0.04014057145642556,0.6803606498250866,0.5400787703377465,0.7753951507580654,0.7540432278856564,0.35838454109562873,-0.43453801689355825,NA,67.3157,4.95947237877312,98.4383087158203,93.04374263013115,7.1,12.4187981716598,79.3485,6288.39867264416,NA,0.23497249281366217,FJI,0.302606
Finland,1.2311327138453225,1024.87,0.7755991792237339,0.747642371100528,0.780166241865209,NA,1.2449614434812108,0.8833423036693011,0.9648758050265773,1.6544131006518445,81.9102,0.694003212587086,99.77,99.44794707605806,NA,4.89518090216668,93.5139,53188.6186245158,1,1.035266644857966,FIN,1.02487
France,1.4313786639549593,13624.729,0.7710551428309074,0.7155599406472702,0.7501018794844031,NA,0.9379457390473795,0.7032311015935174,0.7548712949043008,1.1603126226074907,83.3253,0.72035744506044,99.135,98.6459963453591,NA,9.60038144780495,88.6538,46150.4876861593,21,0.9030570481337785,FRA,13.624728999999999
Gabon,-0.6896067418914915,1052.273,-1.0578966965866798,-0.5739470686275749,-1.077479852510263,0.2764532354602983,-0.390190785982111,0.08329813507757698,-0.3769395957637656,-0.6431541222544004,68.3367,11.3278037310698,73.6120910644531,49.89623452367131,13.4,29.9548734558765,71.9256,8218.76307061848,94,-0.49438483256426785,GAB,1.052273
Gambia,-1.0400336169190554,1282.483,-0.7192127057232847,-1.0711682085306775,-1.1592150445971274,0.2606138095778296,NA,NA,NA,-1.2607797198098425,65.8603,9.36352442989434,63.7707099914551,47.71599214275427,13.6,NA,NA,NA,119,-0.8316325810003596,GMB,1.282483
Georgia,0.1820454406294225,938.672,0.6098131914907344,0.7545227305077422,0.28568849076613967,0.9575485484064565,0.45225776566782505,0.45235914783700665,-0.3478504067101252,-0.5443340266455297,74.4965,1.65551894085842,99.9061813354492,86.25801845607019,4.8,17.0438421058507,81.8843,9193.66366361489,90,0.3113389868832969,GEO,0.9386720000000001
Germany,1.1557804642280645,14058.694,0.7629736586805288,0.680951334567771,0.7718532972578498,1.1713807978197852,0.8930986930664647,0.8828271814066203,1.0428010323109231,1.2838377421185792,81.3777,0.767227957005508,98.45,99.2262037402876,2.1,10.2876894329414,93.5,55800.2194549412,16,0.9606115779396207,DEU,14.058694
Ghana,-1.0913155986304055,14333.982,-0.7862474026543893,-0.6836088243703913,-1.8764592780323468,0.33189122604893917,-1.974984230757701,0.009880241941152963,-0.5503875741157103,-0.9643194329832303,65.4979,9.75230828503513,71.4415817260742,28.58388716718974,12.7,54.2427873097724,69.9445,2405.79466378083,107,-0.8428389859504536,GHA,14.333982
Greece,1.2235762628977895,1711.159,0.7700142984259261,0.7117706772079089,0.7633949964698075,1.163461084878551,0.6241866751777136,0.6148783687549182,0.11638409903783137,0.24622673822543634,81.8568,0.726394072641321,99.06,99.00058310641137,2.2,14.4089280374361,86.2697,24752.1068401681,58,0.6926548001195425,GRC,1.711159
Grenada,0.2823311482421011,28.407,0.2960070369492721,NA,NA,NA,-0.04451876657438258,0.16462445201659168,-0.26794550431966974,NA,75.2052,3.47551324403138,NA,NA,NA,24.6572416056476,74.1201,11871.6117006031,NA,0.0860996732627825,GRD,0.028407
Guatemala,-0.08599630814993925,6961.166,0.2957344444936955,0.013412277765831817,-0.33799005809181604,-2.1073803598512555,0.15263537982555786,-0.5049084883390285,-0.43866679629182076,0.6168020967587017,72.6023,3.47709420957032,85.2375564575195,69.62172789907422,43.5,21.6357355920496,56.0535,6150.02597767851,43,-0.26626197909778593,GTM,6.961166
Guinea,-1.764518964506732,6904.812,-2.1097275704134155,-2.0126070943894305,-1.77573168259078,-0.8719051410186892,-1.291465098540041,-1.6000843602066366,-0.5709392119085874,-0.5690390505477473,60.7405,17.4281499816503,45.1370315551758,31.27074171420271,27.9,43.7674450148382,26.5014,1717.02318120779,91,-1.3962242415691177,GIN,6.904812
Guinea-Bissau,-1.2912643849387349,989.609,-1.319391198080673,-2.0351926987663433,-1.904203737957513,-0.8560657151362204,-1.712024135654758,-1.37903761486777,-0.5934383254362767,NA,64.0849,12.8444040148518,44.69,27.84381858938282,27.7,50.2127655060307,32.4661,962.983627901892,NA,-1.3863272263547861,GNB,0.9896090000000001
Guyana,-0.42873937631512393,285.865,0.28110917413392655,0.669271626934508,0.4630562189075417,0.7357965860518935,-0.09694257562393083,0.4463481528005482,0.2694991633938008,NA,70.1802,3.56191698424164,98.2188262939453,90.9892074094146,7.6,25.460668047299,81.7221,29883.6341152001,NA,0.2924248712853955,GUY,0.28586500000000004
Haiti,-1.17088474409479,4375.602,-0.7723728867922031,-1.6161409906997677,-1.5431070527899418,-0.20664925395499992,0.17126304248471616,-1.1271872994037224,-0.5582401094985817,NA,64.9356,9.67183969172357,52.9841918945312,37.47587886244504,19.5,21.3502554448061,39.262,2142.62330526788,NA,-0.8529149118436613,HTI,4.375602
Holy See,1.3831956761715307,0.036,NA,NA,NA,NA,NA,NA,NA,NA,82.9848,NA,NA,NA,NA,NA,NA,NA,NA,1.3831956761715307,VAT,3.5999999999999994e-5
Honduras,-0.046105605488708054,3936.796,0.06534164877896903,0.1918837333275508,0.21592037344655376,-0.04825499513031197,0.23889967064139384,-0.4224370434923281,-0.5199336026443043,0.36975185773652475,72.8842,4.8133126668074,88.77,84.3969913717355,17.5,20.3136833896573,58.2789,3426.43483328923,53,0.005007337463926637,HND,3.9367959999999997
Hungary,0.539703301488803,1705.823,0.7348696681094941,0.719096586524007,0.725086968074958,NA,0.6419627115130779,0.8931666858158183,0.07337677616146322,0.4191619055409601,77.024,0.930223812872164,99.205,97.97873700923621,NA,14.1364995764273,93.779,23310.7512733957,51,0.5933030754035727,HUN,1.705823
Iceland,1.3416351959600963,84.591,0.8060708155979291,NA,0.7551003074025383,NA,1.2312349112039058,1.1174153421975337,1.845554701052422,1.605003052847409,82.6911,0.517275625167937,NA,98.77932672737491,NA,5.10554827500189,99.8301,82703.8579937471,3,1.2431449037516906,ISL,0.084591
India,-0.17085779940903703,436637.126,0.24149380305747148,0.4638171033383025,-0.009329947787085131,-1.1728542327855964,-1.593402109160523,-0.5105970687218669,-0.5417085864747838,-1.4337148871253664,72.0026,3.79167586128656,94.1523132324219,78.38855994666662,31.7,48.3948115195574,55.9,2696.66389984463,126,-0.5252393027853872,IND,436.63712599999997
Indonesia,-0.29211478099970023,84198.626,0.094880860679517,0.5896097486085405,0.3568750081927911,-1.1174162421969556,0.39760037711386215,0.11499112493688222,-0.475206408620919,-0.3961038832322235,71.1457,4.64199289948871,96.6420974731445,88.15688060199298,31,17.8814994983985,72.7808,4925.43048751861,84,-0.08076491061313393,IDN,84.198626
Iran (Islamic Republic of),0.6289231951670772,24508.066,0.3774398525386642,NA,0.4396452006061548,0.965468261347691,NA,NA,NA,NA,77.6545,3.00322403517061,NA,90.36473106112557,4.7,NA,NA,NA,NA,0.6028691274148968,IRN,24.508066
Iraq,-0.12534928583737417,19588.15,0.028612052092600038,-0.469953558213106,0.7445829006050583,0.5536431884035022,-0.9265610005116444,0.446607566889668,-0.4409468948261188,-0.7419742178632711,72.3242,5.02633480088476,75.67041015625,98.49878054583732,9.9,38.1750699787954,81.7291,6073.61032342708,98,-0.10348213880674288,IRQ,19.588150000000002
